pubid,gsid,univ
13635662850684623226,h6jljQQAAAAJ,Cornell University
13636188691307123636,SEDPkrsAAAAJ,Carnegie Mellon University
13636359380923818327,O7uS3IUAAAAJ,Rochester Institute of Technology
13637021784341962091,wCWPJG8AAAAJ,University of California - Santa Cruz
13637021784341962091,zbubH9oAAAAJ,University of Texas at Dallas
13637835081929653422,0SkFI4MAAAAJ,University of California - San Diego
13637835081929653422,Kv9AbjMAAAAJ,Univ. of Illinois at Urbana-Champaign
13637835081929653422,_moJlrIAAAAJ,University of Southern California
13638061021599838030,FWp7728AAAAJ,Carnegie Mellon University
1363812808561116892,4k0lzWwAAAAJ,University of Maryland - College Park
1363812808561116892,H4rKFc8AAAAJ,George Mason University
13638419739394444002,I0ZGaCQAAAAJ,Carnegie Mellon University
13639856562114678352,tgYsFS0AAAAJ,Princeton University
13639856562114678352,U6OVPVMAAAAJ,Georgia Institute of Technology
13640106028823718433,PsOs9jAAAAAJ,Western Michigan University
13640802631793658529,OfYf-DMAAAAJ,University of Colorado Boulder
13640839011339916609,CqH_t6MAAAAJ,University of North Carolina
1364155650621270621,ruIgbscAAAAJ,University at Buffalo
13641718809122282261,v8ZQDf8AAAAJ,University of Texas at Arlington
13641846520123175090,3o2441cAAAAJ,University of Houston
13641846520123175090,Ppjzn_EAAAAJ,The University of Alabama
13642398715811800049,0Bi5CMgAAAAJ,Princeton University
13642436131019856873,l8b0bfcAAAAJ,Florida International University
136426354902647099,PYvcetMAAAAJ,Boise State University
13642825104517205366,qAKfQW0AAAAJ,University of North Carolina
13643343981026481864,JaM1iKMAAAAJ,University at Buffalo
13643594357971228885,P07ZE9sAAAAJ,Rice University
13646210953014827819,txEgjecAAAAJ,University of Michigan
13646255682604631153,9j6RBYQAAAAJ,University of Texas at Austin
13647109321332388782,llF8XbMAAAAJ,University of Texas at Dallas
13647457413872962982,msTpxlsAAAAJ,University of Illinois at Chicago
13648380461653564689,Yg_QjxcAAAAJ,Georgia Institute of Technology
13648975276579516969,POWKkqEAAAAJ,Stanford University
13649064528748203270,jTnQTBoAAAAJ,University of Southern California
13649064528748203270,rDfyQnIAAAAJ,Stanford University
13649227811631921915,rWuQTEcAAAAJ,Virginia Tech
13649801415839618047,uG-wAt0AAAAJ,University of Nevada
13651262988209576847,tqxTaiAAAAAJ,University of Utah
1365193675221532206,P9Z011YAAAAJ,Old Dominion University
13652986549639274627,e8e5qGcAAAAJ,University of Pennsylvania
13652986549639274627,xhkzmycAAAAJ,Rutgers University
13653145575404636171,JBPcwIEAAAAJ,Stony Brook University
13653145575404636171,pGz5U34AAAAJ,Stevens Institute of Technology
13658103833834141858,zZO9qG4AAAAJ,Carnegie Mellon University
13658863135927499211,qrPaF3QAAAAJ,University of California - San Diego
13659612072205624792,4UyniXYAAAAJ,University of Texas at Dallas
13659618356833428982,oM25EQkAAAAJ,Rice University
13659627724472826627,K_-KJi8AAAAJ,Cornell University
13660283574426235650,I1w51gUAAAAJ,University of California - San Diego
13661949043405835109,NzQu5SwAAAAJ,University of California - San Diego
13662183939294362491,MnsxqAcAAAAJ,Univ. of Illinois at Urbana-Champaign
1366222105707315342,HP-yzF0AAAAJ,Northwestern University
1366222105707315342,Zu-wy4wAAAAJ,Northwestern University
13662680858773669418,_4EISRwAAAAJ,University of Washington
13662905867577260649,rD8a4hQAAAAJ,Cornell University
13663179467778512492,0MkHY9cAAAAJ,Georgetown University
13664062490804615438,nwHfwCIAAAAJ,University of Washington
13664110039783248932,WeRUynMAAAAJ,University of Utah
13664192222608346943,sgiysmUAAAAJ,Georgia State University
13664940452948432414,BGh9WU4AAAAJ,Massachusetts Institute of Technology
13664940452948432414,BmshmX8AAAAJ,University of California - Riverside
13664940452948432414,Z6nLCukAAAAJ,Carnegie Mellon University
13667178871753993374,4xAVBVIAAAAJ,Missouri University of Technology
13667215387951929719,MwLqCs4AAAAJ,Stanford University
13667759586456341016,NzQu5SwAAAAJ,University of California - San Diego
1366885433370968097,I_YsXU4AAAAJ,Stanford University
13669038326101746447,L8zhVsMAAAAJ,Purdue University
13669401234066288699,X_mDnjkAAAAJ,Rutgers University
13670019487179104474,8ZBnSl4AAAAJ,Univ. of Colorado Colorado Springs
13670072792775478037,GqnNG-kAAAAJ,University of Tennessee
13670109847606382161,AKQec5wAAAAJ,Massachusetts Institute of Technology
13670519418668982315,D6ptFeMAAAAJ,University of California - Davis
13670648832740342429,gaXiAekAAAAJ,Columbia University
136711539268089631,9qtgcZ8AAAAJ,Yale University
13671289956175035974,GaLP1jkAAAAJ,Florida Atlantic University
13671323711345449790,tNmIw4MAAAAJ,University of California - Santa Barbara
13671740880759250888,casX4XgAAAAJ,University of Houston
13672240783203926631,0GHjBSUAAAAJ,University of Cincinnati
13672738834985071457,xY3zIEAAAAAJ,Georgia Institute of Technology
13672967392583778977,mvJ2rU8AAAAJ,UNSW
13673202230857143122,LkoaA0gAAAAJ,Northeastern University
13674026426779322864,VaAEb5YAAAAJ,Columbia University
13676011331517299200,i6ePuTMAAAAJ,Georgia State University
13676040103272756764,j6KFCRAAAAAJ,Boston University
13676346496693044184,D-RwB3YAAAAJ,Harvard University
13676361527767495166,2pH8BZwAAAAJ,University of Michigan
13678530289575738006,gf8Ms_8AAAAJ,University of California - Santa Barbara
13678989303152577906,avq8-1QAAAAJ,University of Pittsburgh
13679018981911781934,gyLFs0IAAAAJ,College of William and Mary
13679089091619590710,TY9L1ecAAAAJ,Brown University
13679108608410952936,v8ZQDf8AAAAJ,University of Texas at Arlington
13679208805280505790,3prQpXgAAAAJ,University of Miami
13679748442375994162,W362rUwAAAAJ,Washington University in St. Louis
13679748442375994162,WRlzk3UAAAAJ,Washington University in St. Louis
13679807550374293657,HaN8b2YAAAAJ,Stanford University
13680000529177583181,OsoQ-dcAAAAJ,University of California - Irvine
1368045570313650174,EVaSxlkAAAAJ,University of Houston
13680597553659434138,aORND2cAAAAJ,Purdue University
13680597553659434138,FzBDS4gAAAAJ,Georgia Institute of Technology
13681045031445097041,x2mdFuwAAAAJ,Washington State University
1368148115620667298,8BX3BokAAAAJ,Massachusetts Institute of Technology
13681793977377686033,G5I0JlwAAAAJ,Florida State University
13682130594205097894,qABYFOIAAAAJ,Michigan State University
13682505965194932058,Q6pxNZYAAAAJ,Rice University
13683029440176126764,BVXyodYAAAAJ,University of Maryland - College Park
13683158130217762891,F-kvxQoAAAAJ,University of Pennsylvania
13683720454345903327,Vn3L_ioAAAAJ,University of California - Berkeley
13683856680455864506,gq8-LJ8AAAAJ,University of New Orleans
13684232173018493188,1W7pOqkAAAAJ,Texas Tech University
13685103176839055058,e7VI_HcAAAAJ,University of Colorado Boulder
13685160229846877416,OlRjTCIAAAAJ,Georgia Institute of Technology
1368558832829806496,xhkzmycAAAAJ,Rutgers University
13685675606507007244,S5sz8gIAAAAJ,Stanford University
13685675606507007244,XkiApd4AAAAJ,University of California - Santa Cruz
13686052968515324302,FDu4ciwAAAAJ,Georgia Institute of Technology
13686648152039480761,Ag81t_4AAAAJ,University of Cincinnati
13686648152039480761,t6_z3zYAAAAJ,Louisiana State University - Baton Rouge
13686696699179024942,WRlzk3UAAAAJ,Washington University in St. Louis
1368719431169575073,jM23vRsKxuIC,University of California - Davis
13687936812895453297,Ay4FZFUAAAAJ,University of California - Berkeley
1368824004234903744,iVck6WIAAAAJ,University of Massachusetts Amherst
13688446556700022690,MlZq4XwAAAAJ,Carnegie Mellon University
13688560458189644695,TN09YMcAAAAJ,Northwestern University
13688881416964856856,Ef1hJ8IAAAAJ,Rutgers University
13688881416964856856,wOYUPpwAAAAJ,University of California - Irvine
13689084932448432185,bkN-YUkAAAAJ,University of Massachusetts Amherst
1368925053417279523,Su10oeUAAAAJ,Rochester Institute of Technology
13689953385391188176,wOYUPpwAAAAJ,University of California - Irvine
13690492034815089286,5uC1slsAAAAJ,Stony Brook University
13690492034815089286,BxbKTYkAAAAJ,Stony Brook University
13690492034815089286,frOtmtAAAAAJ,Stony Brook University
13691139862871416134,6K6lvxAAAAAJ,North Carolina State University
136911821382299059,wlzmWLsAAAAJ,University of Illinois at Chicago
13691198221614572869,4wcAVXAAAAAJ,Univ. of Illinois at Urbana-Champaign
13691320643701393733,enjXdH4AAAAJ,Emory University
136915817041080923,UD87zMYAAAAJ,University of Texas at Austin
13691968677832086349,ke2MEF0AAAAJ,University of Southern California
1369255886767727451,V8RKLEsAAAAJ,University of Colorado Boulder
13692934978360945744,5oW_MA8AAAAJ,University of Michigan-Dearborn
13693723351156425605,Ws0GjboAAAAJ,Northeastern University
13694627717125236642,k8jqnc8AAAAJ,University of Memphis
13694760036111807567,NeDnx2EAAAAJ,University of Washington
13694760036111807567,nExKrpsAAAAJ,University of Washington
13694871617575520904,XYy_Nm4AAAAJ,Massachusetts Institute of Technology
13695544030203503532,1Ed4HYUAAAAJ,College of William and Mary
1369615737596292239,-0LFOnYAAAAJ,University of Texas - El Paso
13697190669450955834,NpvcLukAAAAJ,Northwestern University
13697592986102470826,z4S5rC0AAAAJ,University of Washington
13697885613384823372,p26NfLgAAAAJ,University of Minnesota
1369797544417804085,K4xD9GAAAAAJ,University of Kansas
13698261583797029107,5m-oAesAAAAJ,Univ. of Illinois at Urbana-Champaign
13698261583797029107,gaDqxaQAAAAJ,University of Wisconsin - Madison
13698261583797029107,VbruE20AAAAJ,Univ. of Illinois at Urbana-Champaign
1369854833141525174,u97Fg9IAAAAJ,Queen’s University
1369898904463161024,CAWhuTkAAAAJ,University of California - Riverside
1369898904463161024,jTivVMEAAAAJ,University of Pennsylvania
13699051886285886782,U37HVOcAAAAJ,University of California - Santa Barbara
1369935688462087294,TvBcLGMAAAAJ,NJIT
13699664457468159636,GdYYuwoAAAAJ,Univ. of Illinois at Urbana-Champaign
13699710929034014177,Cln2viUAAAAJ,North Carolina State University
13700375981648442591,PnmtA3wAAAAJ,Kent State University
13700814249696239956,O125w4cAAAAJ,NJIT
13701331997920197654,6sQtqo8AAAAJ,Temple University
13701437294088198542,WRlzk3UAAAAJ,Washington University in St. Louis
13701481236852381423,c4M3MQoAAAAJ,University of Michigan
1370153640597088616,JB1j474AAAAJ,Dartmouth College
1370153640597088616,syv4e-EAAAAJ,Duke University
1370153640597088616,v1_kfR8AAAAJ,Boston University
13701708630380803217,CYwffSUAAAAJ,Wayne State University
13701708630380803217,NByrsK0AAAAJ,Washington University in St. Louis
13701779359647926557,FvRFQZ8AAAAJ,University of Maryland - College Park
13702004756009364334,CcbnBvgAAAAJ,University of Rochester
13702299682555165956,Bq50aCUAAAAJ,Cornell University
13702749773070326303,wwkGLrcAAAAJ,Texas A&M University
13702954747332999670,S1szbyAAAAAJ,Arizona State University
1370309599579941229,sxjynOsAAAAJ,Cornell University
1370309599579941229,tk8qFe0AAAAJ,University of Texas at Dallas
13703441914616203913,JbBpeE0AAAAJ,University of Maryland - College Park
13704471509572130832,ylK19VUAAAAJ,University of Pittsburgh
13704658177861230698,PEki4LgAAAAJ,University of Utah
13704877838005078649,J12C3nYAAAAJ,University of North Carolina
1370489609882201500,fU8fmEIAAAAJ,University of Pennsylvania
1370504124203324100,P21gHIkAAAAJ,University of Arizona
13705519225394777852,1INvq7wAAAAJ,University of Houston
13705519225394777852,wUNpA_sAAAAJ,University of Houston
13705814575681471250,EeYGZCwAAAAJ,University of Massachusetts Amherst
13706134302572114786,A0hv6xwAAAAJ,Duke University
13706475688092143171,whB5QDoAAAAJ,Ohio State University
13706478829633198001,AN3f7iAAAAAJ,University of California - Riverside
13706478829633198001,zr9OzAUAAAAJ,Binghamton University
13706570517639940843,2pW1g5IAAAAJ,University of California - San Diego
13706570517639940843,xd_8IiIAAAAJ,University of Washington
13706647957102228474,pD_y458AAAAJ,Pennsylvania State University
13706722386221872008,jLWO9-0AAAAJ,Towson University
13707237964831863660,Ef1hJ8IAAAAJ,Rutgers University
13707300597382958350,EqKRQ4YAAAAJ,Carnegie Mellon University
13707694515018482041,4Urexvi1sIcC,University of California - Riverside
13707696313588436566,FGs9EMwAAAAJ,DePaul University
13707696313588436566,ZvYwdsUAAAAJ,DePaul University
13707737111491551637,SqMUez0AAAAJ,Stanford University
13707865270922057393,k4UNBd4AAAAJ,University of Arizona
13707988650777879369,PlgV6FwAAAAJ,NJIT
13708869286777386397,WPGTvh8AAAAJ,Indiana University
13709019128727785401,pygPWvEAAAAJ,University of California - Los Angeles
13709178045794243105,MA8PTRUAAAAJ,Northeastern University
13710950034032881163,Kv9AbjMAAAAJ,Univ. of Illinois at Urbana-Champaign
13711170652326274177,Es-YRKMAAAAJ,Carnegie Mellon University
13711170652326274177,wlosgkoAAAAJ,Carnegie Mellon University
13711217214840326115,2Dz330cAAAAJ,Michigan State University
137119912409915520,BxbKTYkAAAAJ,Stony Brook University
13712505243314426170,_h642WsAAAAJ,University of California - Santa Cruz
137128315929815413,aWPSHNwAAAAJ,University of Texas at Arlington
1371298090037033907,OfcXtoIAAAAJ,Texas A&M University
13713629001023723114,soiDQbQAAAAJ,University of California - Davis
13714118336956183910,0MkHY9cAAAAJ,Georgetown University
13714118336956183910,flCzpwcAAAAJ,Georgetown University
13714118336956183910,HF2G3LAAAAAJ,University of Pennsylvania
13714118336956183910,kqPhodQAAAAJ,University of Pennsylvania
13714118336956183910,ojH7GEgAAAAJ,University of Pennsylvania
13714629327896595746,4bHar00AAAAJ,Worcester Polytechnic Institute
13715127013958763995,p8gsO3gAAAAJ,University of Central Florida
13715516528485174669,02nHF0gAAAAJ,University of Washington
13716143567515510436,WiIM-MgAAAAJ,University of Michigan
13717153713991930279,rjnJnEkAAAAJ,Stanford University
13717410874923051711,02UU6wgAAAAJ,University of Texas at Austin
13717410874923051711,QaLf6bEAAAAJ,Univ. of Illinois at Urbana-Champaign
1371856748476319552,Um4ZbbgAAAAJ,Boise State University
13718615670268329772,emeq3i8AAAAJ,CUNY
13718924232956648000,P21gHIkAAAAJ,University of Arizona
13719068766125867877,4arkOLcAAAAJ,Stanford University
13719859233905855273,gBefoakAAAAJ,University of Chicago
13720152703093378486,N-BBA20AAAAJ,Rice University
13720697620725870209,1pnbx9QAAAAJ,Oregon State University
13720928514573641468,NB-SMk8AAAAJ,University of Central Florida
13721905702750525759,6Kuq1acAAAAJ,Ohio State University
13721905702750525759,C7htwEIAAAAJ,Ohio State University
13722447067816033992,Y4SdsvsAAAAJ,University of Texas at Dallas
13722612090625445868,iVck6WIAAAAJ,University of Massachusetts Amherst
13723153399480179941,oOwNKsAAAAAJ,Massachusetts Institute of Technology
13723501403847550488,Q9DsCL4AAAAJ,Brigham Young University
13724255038884880577,eNONM8AAAAAJ,Florida International University
13724672330961514802,xJHYjG4AAAAJ,Portland State University
13724705830926387204,-JPZ21IAAAAJ,Georgia Institute of Technology
13725373772512801663,vsj2slIAAAAJ,Northeastern University
13726163665671090678,06hgT8gAAAAJ,Georgia Institute of Technology
13727204226325890781,h3L7zkoAAAAJ,University of California - Irvine
13728769162997359254,0hTZUnYAAAAJ,Binghamton University
13728849651361694982,plv0rRQAAAAJ,University at Buffalo
13729640726670586856,xNs4D2QAAAAJ,Michigan State University
13729756046297102255,dv7u9JgAAAAJ,Florida State University
137299753526723741,_IIpR0EAAAAJ,University of Minnesota
13730240830654893214,jIs-Y2gAAAAJ,Georgia Institute of Technology
13731096631072659808,5tk1PV8AAAAJ,Cornell University
13731751800525295418,IXiAPMoAAAAJ,University of Michigan
13732309955812649802,fpT49d8AAAAJ,Stanford University
13732627871218203332,2F-jTfEAAAAJ,Georgia State University
13733486182331406871,a959F6AAAAAJ,Princeton University
13733486182331406871,YPzKczYAAAAJ,Stanford University
13733727866292670422,dd1qLRcAAAAJ,North Carolina State University
13733727866292670422,UUAn_V8AAAAJ,North Carolina State University
13733845901569448184,HHn7118AAAAJ,Univ. of Illinois at Urbana-Champaign
13734135881749570182,GU9HgNAAAAAJ,University of California - Los Angeles
13734650327397602416,9ZM8OlMAAAAJ,University of Maryland - College Park
1373471980915367368,dd1qLRcAAAAJ,North Carolina State University
13734912882509724461,FoAvSQcAAAAJ,University of Connecticut
13735087784183603684,WAwt040AAAAJ,North Carolina State University
13735415936717297273,xvrh8YMAAAAJ,Kent State University
13735736852263788005,P5pnLAcAAAAJ,Indiana University
13735809935554561658,tEk4qo8AAAAJ,California Institute of Technology
13736064375657753127,9177npMAAAAJ,University of California - Santa Barbara
13736310634307071264,CQcd1cQAAAAJ,Purdue University
13736326897101210119,mDNhPjAAAAAJ,University of Colorado Boulder
13736663925761949554,nXBQn7gAAAAJ,Boston University
13736811504840000657,UA3tyKwAAAAJ,Georgia Institute of Technology
13738104968381333449,8BX3BokAAAAJ,Massachusetts Institute of Technology
13738104968381333449,duOys3YAAAAJ,Cornell University
13739084236709005326,ZCmYP5cAAAAJ,Carnegie Mellon University
13739519181778421635,5m5ds6UAAAAJ,Purdue University
13739833446555439671,xTvNYN8AAAAJ,Purdue University
13740212810722827768,zX3ba1kAAAAJ,Stanford University
1374039240804687140,VEGtG7YAAAAJ,Princeton University
13740518369229472633,EyZJ08MAAAAJ,Stevens Institute of Technology
13740666629467039148,uNsqlqYAAAAJ,California Institute of Technology
13741076521253706288,-Y_xfI8AAAAJ,Florida International University
