Russell Impagliazzo,University of California - San Diego
Russ Joseph,Northwestern University
Russ Miller,University at Buffalo
Russ Tedrake,Massachusetts Institute of Technology
Ruta Mehta,Univ. of Illinois at Urbana-Champaign
Ruzena Bajcsy,University of California - Berkeley
Ruzica Piskac,Yale University
Ryan Farrell,Brigham Young University
Ryan Kastner,University of California - San Diego
Ryan Newton,Indiana University
Ryan O'Donnell,Carnegie Mellon University
Ryan Shaun Joazeiro de Baker,University of Pennsylvania
Ryan Stansifer,Florida Institute of Technology
Ryan Stutsman,University of Utah
Saad Biaz,Auburn University
Sabarish V. Babu,Clemson University
Sachin Katti,Stanford University
Sahand Negahban,Yale University
Saiph Savage,West Virginia University
Sajal K. Das 0001,Missouri University of Technology
Sajjan G. Shiva,University of Memphis
Salil P. Vadhan,Harvard University
Salvatore J. Stolfo,Columbia University
Saman P. Amarasinghe,Massachusetts Institute of Technology
Samantha Kleinberg,Stevens Institute of Technology
Samarjit Chakraborty,University of North Carolina
Sameer Singh 0001,University of California - Irvine
Samet Oymak,University of California - Riverside
Samik Basu 0001,Iowa State University
Samira Manabi Khan,University of Virginia
Samir Khuller,Northwestern University
Samir Ranjan Das,Stony Brook University
Sam Malek,University of California - Irvine
Sampath Kannan,University of Pennsylvania
Sam Tobin-Hochstadt,Indiana University
Samuel Madden,Massachusetts Institute of Technology
Samuel N. Kamin,Univ. of Illinois at Urbana-Champaign
Samuel R. Buss,University of California - San Diego
Samuel T. King,University of California - Davis
Samuel Z. Guyer,Tufts University
Sanda M. Harabagiu,University of Texas at Dallas
Sandeep Kaur Kuttal,University of Tulsa
Sandeep K. S. Gupta,Arizona State University
Sandhya Dwarkadas,University of Rochester
Sandip Sen,University of Tulsa
Sandiway Fong,University of Arizona
Sandra Carberry,University of Delaware
Sandro Fouché,Towson University
Sandy Irani,University of California - Irvine
Sangtae Ha,University of Colorado Boulder
Sanguthevar Rajasekaran,University of Connecticut
Sang Won Lee 0002,Virginia Tech
Sang Woo Jun,University of California - Irvine
Sang-Yoon Chang,Univ. of Colorado Colorado Springs
Sanjam Garg,University of California - Berkeley
Sanjay Krishnan,University of Chicago
Sanjay Kumar Madria,Missouri University of Technology
Sanjay Ranka,University of Florida
Sanjay V. Rajopadhye,Colorado State University
Sanjeev Arora,Princeton University
Sanjeev Khanna,University of Pennsylvania
Sanjeev Setia,George Mason University
Sanjib Sur,University of South Carolina
Sanjit A. Seshia,University of California - Berkeley
Sanjiv Kapoor,Illinois Institute of Technology
Sanjoy Dasgupta,University of California - San Diego
Sanjoy K. Baruah,Washington University in St. Louis
Sanjukta Bhowmick,University of Nebraska - Omaha
Sanmay Das,Washington University in St. Louis
Santiago Ontañón,Drexel University
Santosh Kumar 0001,University of Memphis
Santosh Nagarakatte,Rutgers University
Santosh Pande,Georgia Institute of Technology
Santosh Vempala,Georgia Institute of Technology
Sara B. Kiesler,Carnegie Mellon University
Sarah Zelikovitz,CUNY
Sara J. Graves,University of Alabama - Huntsville
Saraju P. Mohanty,University of North Texas
Sarangapani Jagannathan,Missouri University of Technology
Sargur N. Srihari,University at Buffalo
Sariel Har-Peled,Univ. of Illinois at Urbana-Champaign
Sarita V. Adve,Univ. of Illinois at Urbana-Champaign
Sartaj Sahni,University of Florida
Sasa Misailovic,Univ. of Illinois at Urbana-Champaign
Sathya Narayanan Ravi,University of Illinois at Chicago
Satinder P. Singh,University of Michigan
Satish K. Tripathi,University at Buffalo
Satish Narayanasamy,University of Michigan
Satish Rao,University of California - Berkeley
Satyajayant Misra,New Mexico State University
Saugata Basu,Purdue University
Saumya K. Debray,University of Arizona
Saurabh Bagchi,Purdue University
Saurabh Gupta 0001,Univ. of Illinois at Urbana-Champaign
Saurabh Sinha,Univ. of Illinois at Urbana-Champaign
Sayan Mitra,Univ. of Illinois at Urbana-Champaign
Sayeef Salahuddin,University of California - Berkeley
Scott Aaronson,University of Texas at Austin
Scott A. Brandt,University of California - Santa Cruz
Scott A. DeLoach,Kansas State University
Scott A. Mahlke,University of Michigan
Scott A. Smolka,Stony Brook University
Scott B. Baden,University of California - San Diego
Scott Beamer,University of California - Santa Cruz
Scott D. Fleming,University of Memphis
Scott D. Stoller,Stony Brook University
Scott E. Hudson,Carnegie Mellon University
Scott F. Smith 0001,Johns Hopkins University
Scott Niekum,University of Texas at Austin
Scott N. Woodfield,Brigham Young University
Scott P. Robertson,University of Hawaii at Manoa
Scott Rixner,Rice University
Scott R. Klemmer,University of California - San Diego
Scott Ruoti,University of Tennessee
Scott Schaefer,Texas A&M University
Scott Shenker,University of California - Berkeley
Scott T. Leutenegger,University of Denver
S. Dov Gordon,George Mason University
Sean Follmer,Stanford University
Sean Hallgren,Pennsylvania State University
Sean Luke,George Mason University
Sean W. Smith,Dartmouth College
Sebastian Angel,University of Pennsylvania
Sebastian G. Elbaum,University of Virginia
Seda Ogrenci Memik,Northwestern University
Sekou Remy,Clemson University
Selim G. Akl,Queen’s University
Selma Sabanovic,Indiana University
Selmer Bringsjord,Rensselaer Polytechnic Institute
Sencun Zhu,Pennsylvania State University
Senjuti Basu Roy,NJIT
Seny Kamara,Brown University
Seongkook Heo,University of Virginia
Sepehr Assadi,Rutgers University
Serafim Batzoglou,Stanford University
Sergei Nirenburg,Rensselaer Polytechnic Institute
Serge J. Belongie,Cornell University
Sergey Bereg,University of Texas at Dallas
Sergey Levine,University of California - Berkeley
Sergio Antoy,Portland State University
Seshadhri Comandur,University of California - Santa Cruz
Seth Cooper,Northeastern University
Seth Copen Goldstein,Carnegie Mellon University
Seth Hutchinson,Georgia Institute of Technology
Seth J. Teller,Massachusetts Institute of Technology
Seth Pettie,University of Michigan
Seth R. Sanders,University of California - Berkeley
Seung-Hee Bae,Western Michigan University
Seunghee Shin,Binghamton University
Sewoong Oh,University of Washington
Seyed Hamed Hassani,University of Pennsylvania
Seyed Reza Ahmadzadeh,University of Massachusetts Lowell
Seymour E. Goodman,Georgia Institute of Technology
Seyoung Kim,Carnegie Mellon University
Shachar Lovett,University of California - San Diego
Shaddin Dughmi,University of Southern California
Shafi Goldwasser,University of California - Berkeley
Shahram Ghandeharizadeh,University of Southern California
Shambhu J. Upadhyaya,University at Buffalo
Shamim Nemati,Emory University
Shamkant B. Navathe,Georgia Institute of Technology
Sham M. Kakade,University of Washington
Shang-Hua Teng,University of Southern California
Shangping Ren,Illinois Institute of Technology
Shan Lin,Stony Brook University
Shan Lu,University of Chicago
Shannon Quinn,University of Georgia
Shaojie Zhang,University of Central Florida
Shaolei Ren,University of California - Riverside
Shaoting Zhang,UNC - Charlotte
Shaowen Bardzell,Indiana University
Shaowen Wang,Univ. of Illinois at Urbana-Champaign
Sharad Mehrotra,University of California - Irvine
Sharath Raghvendra,Virginia Tech
Sharma Chakravarthy,University of Texas at Arlington
Sharma V. Thankachan,University of Central Florida
Sharon Goldberg,Boston University
Shashank Srivastava,University of North Carolina
Shashi K. Gadia,Iowa State University
Shashi Shekhar,University of Minnesota
Shaun K. Kane,University of Colorado Boulder
Shayan Oveis Gharan,University of Washington
Shayok Chakraborty,Florida State University
Sheila A. Greibach,University of California - Los Angeles
Sheldon X.-D. Tan,University of California - Riverside
Sheng Chen 0008,University of Louisiana - Lafayette
Sheng Li 0001,University of Georgia
Sheng Wei 0001,Rutgers University
Shengzhi Zhang,Florida Institute of Technology
Shiaofen Fang,IUPUI
Shibu Yooseph,University of Central Florida
Shigang Chen,University of Florida
Shihao Ji,Georgia State University
Shih-Fu Chang,Columbia University
Shi-Kuo Chang,University of Pittsburgh
Shi Li,University at Buffalo
Shimei Pan,Univ. of Maryland - Baltimore County
Shinjiro Sueda,Texas A&M University
Shiqing Ma,Rutgers University
Shiqi Zhang,Binghamton University
Shiri Azenkot,Cornell University
Shirin Nilizadeh,University of Texas at Arlington
Shishir K. Shah,University of Houston
Shiu-Kai Chin,Syracuse University
Shivakant Mishra,University of Colorado Boulder
Shivani Agarwal 0001,University of Pennsylvania
Shivaram Venkataraman,University of Wisconsin - Madison
Shivnath Babu,Duke University
Shiyi Wei,University of Texas at Dallas
Shiyong Lu,Wayne State University
Shlomo Argamon,Illinois Institute of Technology
Shlomo Zilberstein,University of Massachusetts Amherst
Shobha Vasudevan,Univ. of Illinois at Urbana-Champaign
Shomir Wilson,University of Cincinnati
Shouhuai Xu,University of Texas at San Antonio
Shree K. Nayar,Columbia University
Shrideep Pallickara,Colorado State University
Shrikanth S. Narayanan,University of Southern California
Shriram Krishnamurthi,Brown University
Shuai Mu 0001,Stony Brook University
Shuang Hao,University of Texas at Dallas
Shuang Luan,University of New Mexico
Shuang Zhao,University of California - Irvine
Shubham Jain,Old Dominion University
Shubhangi Saraf,Rutgers University
Shuchi Chawla 0001,University of Wisconsin - Madison
Shu-Ching Chen,Florida International University
Shuiwang Ji,Texas A&M University
Shun Yan Cheung,Emory University
Shusen Wang,Stevens Institute of Technology
Shweta Jain 0001,CUNY
Shwetak N. Patel,University of Washington
Shyamnath Gollakota,University of Washington
Shyhtsun Felix Wu,University of California - Davis
Sibel Adali,Rensselaer Polytechnic Institute
Sibin Mohan,Univ. of Illinois at Urbana-Champaign
Sicun Gao,University of California - San Diego
Siddhartha Banerjee,Cornell University
Siddharth Srivastava,Arizona State University
Sidharth Kumar,University of Alabama - Birmingham
Sidney K. D'Mello,University of Colorado Boulder
Sihong Xie,Lehigh University
Silas Richelson,University of California - Riverside
Silvio Micali,Massachusetts Institute of Technology
Silvio Savarese,Stanford University
Simeon C. Ntafos,University of Texas at Dallas
Simha Sethumadhavan,Columbia University
Simina Brânzei,Purdue University
Simone Campanoni,Northwestern University
Simon Lucey,Carnegie Mellon University
Simon Peter,University of Texas at Austin
Simon S. Lam,University of Texas at Austin
Sing-Hoi Sze,Texas A&M University
Sinisa Todorovic,Oregon State University
Sivaraman Balakrishnan,Carnegie Mellon University
Siwei Lyu,University at Albany - SUNY
Slobodan Vucetic,Temple University
S. Matthew Weinberg,Princeton University
Smita Krishnaswamy,Yale University
S. M. Shahriar Nirjon,University of North Carolina
Sneha Kumar Kasera,University of Utah
Snehasis Mukhopadhyay,IUPUI
Snigdha Chaturvedi,University of California - Santa Cruz
Sofya Raskhodnikova,Boston University
Soha Hassoun,Tufts University
Soheil Feizi,University of Maryland - College Park
Sol M. Shatz,University of Illinois at Chicago
Soma Chaudhuri,Iowa State University
Somesh Jha,University of Wisconsin - Madison
Soner Önder,Michigan Technological University
Song-Chun Zhu,University of California - Los Angeles
Song Fu,University of North Texas
Song Han,University of Connecticut
Song Jiang,University of Texas at Arlington
Songqing Chen,George Mason University
Song Wang 0002,University of South Carolina
Songwu Lu,University of California - Los Angeles
Song Zhang 0004,Mississippi State University
Sonia Chernova,Georgia Institute of Technology
Sonia Fahmy,Purdue University
Sonia Haiduc,Florida State University
Soon Ae Chun,CUNY
Sophie Jörg,Clemson University
Sorin Istrail,Brown University
Sorin Lerner,University of California - San Diego
Soudeh Ghorbani,Johns Hopkins University
Soumya Ray,Case Western Reserve University
Spiridon Bakiras,CUNY
Spiros Papadimitriou,Rutgers University
Spyros Blanas,Ohio State University
S. Rao Kosaraju,Johns Hopkins University
Sreepathi Pai,University of Rochester
Srihari Nelakuditi,University of South Carolina
Sri Hastuti Kurniawan,University of California - Santa Cruz
Srijan Kumar,Georgia Institute of Technology
Srikanth V. Krishnamurthy,University of California - Riverside
Srikumar Ramalingam,University of Utah
Srinivasa G. Narasimhan,Carnegie Mellon University
Srinivas Akella,UNC - Charlotte
Srinivas Aluru,Georgia Institute of Technology
Srinivasan Parthasarathy 0001,Ohio State University
Srinivasan Seshan,Carnegie Mellon University
Srinivas Devadas,Massachusetts Institute of Technology
Srinivas Narayana,Rutgers University
Sriraam Natarajan,University of Texas at Dallas
Sriram Sankaranarayanan 0001,University of Colorado Boulder
Sriram Sankararaman,University of California - Los Angeles
Sriram V. Pemmaraju,University of Iowa
S. Shankar Sastry,University of California - Berkeley
S. Sitharama Iyengar,Florida International University
Stacy Marsella,Northeastern University
Stacy M. Branham,University of California - Irvine
Stacy Patterson,Rensselaer Polytechnic Institute
Stanislaw Jarecki,University of California - Irvine
Stanley B. Zdonik,Brown University
Stanley C. Ahalt,University of North Carolina
Stanley C. Eisenstat,Yale University
Stan Sclaroff,Boston University
Stavros Tripakis,Northeastern University
Stefanie Jegelka,Massachusetts Institute of Technology
Stefanie Müller 0001,Massachusetts Institute of Technology
Stefanie Tellex,Brown University
Stefan Lee,Oregon State University
Stefano Ermon,Stanford University
Stefano Lonardi,University of California - Riverside
Stefano Soatto,University of California - Los Angeles
Stefano Tessaro,University of Washington
Stefan Savage,University of California - San Diego
Stefan Wuchty,University of Miami
Steffen Heber,North Carolina State University
Stéphane Lafortune,University of Michigan
Stephanie Forrest,University of New Mexico
Stephanie Weirich,University of Pennsylvania
Stephan Mandt,University of California - Irvine
Stephan Olariu,Old Dominion University
Stephen A. Edwards,Columbia University
Stephen A. Fenner,University of South Carolina
Stephen A. Ward,Massachusetts Institute of Technology
Stephen Chong,Harvard University
Stephen C. Y. Lu,University of Southern California
Stephen D. Brookes,Carnegie Mellon University
Stephen Fickas,University of Oregon
Stephen F. Siegel,University of Delaware
Stephen G. Kobourov,University of Arizona
Stephen J. Guy,University of Minnesota
Stephen J. Wright,University of Wisconsin - Madison
Stephen McCamant,University of Minnesota
Stephen M. Pizer,University of North Carolina
Stephen Oney,University of Michigan
Stephen S. Intille,Northeastern University
Stephen Voida,University of Colorado Boulder
Stergios I. Roumeliotis,University of Minnesota
Steve Carr,Western Michigan University
Steve Goddard,University of Iowa
Steve Harrison,Virginia Tech
Steve Marschner,Cornell University
Steven Bedrick,OHSU
Steven Bethard,University of Arizona
Steven Dow,University of California - San Diego
Steven H. Low,California Institute of Technology
Steven Homer,Boston University
Steven J. Gortler,Harvard University
Steven J. Zeil,Old Dominion University
Steven K. Feiner,Columbia University
Steven L. Lytinen,DePaul University
Steven L. Tanimoto,University of Washington
Steven M. Bellovin,Columbia University
Steven M. LaValle,Univ. of Illinois at Urbana-Champaign
Steven M. Nowick,Columbia University
Steven M. Seitz,University of Washington
Steven Myers,Indiana University
Steven P. Reiss,Brown University
Steven Rudich,Carnegie Mellon University
Steven Skiena,Stony Brook University
Steven S. Lumetta,Univ. of Illinois at Urbana-Champaign
Steven Swanson,University of California - San Diego
Steven W. Zucker,Yale University
Steven Y. Ko,University at Buffalo
Steve Zdancewic,University of Pennsylvania
Stratis Ioannidis,Northeastern University
Stratos Idreos,Harvard University
Stuart A. Kurtz,University of Chicago
Stuart J. Russell,University of California - Berkeley
Stuart M. Shieber,Harvard University
Stuart Smith,University of Massachusetts Lowell
Subash Shankar,CUNY
Subbarao Kambhampati,Arizona State University
Subbayyan Venkatesan,University of Texas at Dallas
Subhash Suri,University of California - Santa Barbara
Subhasish Mazumdar,New Mexico Tech
Subhasish Mitra,Stanford University
Subhransu Maji,University of Massachusetts Amherst
Subrata Acharya,Towson University
Subrata Dasgupta,University of Louisiana - Lafayette
Suchendra M. Bhandarkar,University of Georgia
Sucheta Soundarajan,Syracuse University
Suchi Saria,Johns Hopkins University
Sudarshan K. Dhall,University of Oklahoma
Sudarsun Kannan,Rutgers University
Sudeepa Roy,Duke University
Sudeep Sarkar,University of South Florida
Sudhanshu Kumar Semwal,Univ. of Colorado Colorado Springs
Sudha Ram,University of Arizona
Sudhir Aggarwal,Florida State University
Sudipto Guha,University of Pennsylvania
Sugih Jamin,University of Michigan
Suining He,University of Connecticut
Su-In Lee,University of Washington
Sujeet Shenoi,University of Tulsa
Sukhamay Kundu,Louisiana State University - Baton Rouge
Süleyman Cenk Sahinalp,Indiana University
Suman Banerjee,University of Wisconsin - Madison
Suman Jana,Columbia University
Sumanta N. Pattanaik,University of Central Florida
Sumitra Mukherjee,Nova Southeastern University
Sunghoon Ivan Lee,University of Massachusetts Amherst
Sungjin Ahn,Rutgers University
Sunil Prabhakar,Purdue University
Sunita Chandrasekaran,University of Delaware
Sunyoung Kim,Rutgers University
Supratik Mukhopadhyay,Louisiana State University - Baton Rouge
Suresh Jagannathan,Purdue University
Suresh K. Lodha,University of California - Santa Cruz
Suresh Singh,Portland State University
Suresh Venkatasubramanian,University of Utah
Susan A. Murphy,Harvard University
Susan B. Davidson,University of Pennsylvania
Susan Gauch,University of Arkansas
Susan Hohenberger,Johns Hopkins University
Susan McRoy,University of Wisconsin - Milwaukee
Susanne E. Hambrusch,Purdue University
Susanne Still,University of Hawaii at Manoa
Susanne Wetzel,Stevens Institute of Technology
Susan V. Vrbsky,The University of Alabama
Sushil J. Louis,University of Nevada
Sushmita Roy,University of Wisconsin - Madison
Sven Koenig,University of Southern California
Svetlana Lazebnik,Univ. of Illinois at Urbana-Champaign
Svetlana Yarosh,University of Minnesota
S. V. N. Vishwanathan,University of California - Santa Cruz
Swarat Chaudhuri,Rice University
Swastik Kopparty,Rutgers University
Sylvia Ratnasamy,University of California - Berkeley
Szymon Rusinkiewicz,Princeton University
Tadayoshi Kohno,University of Washington
Taeho Jung,University of Notre Dame
Taejoong Chung,Rochester Institute of Technology
Taesoo Kim,Georgia Institute of Technology
Taghi M. Khoshgoftaar,Florida Atlantic University
Tahsin M. Kurç,Stony Brook University
Taieb Znati,University of Pittsburgh
Tai Sing Lee,Carnegie Mellon University
Tajana Simunic,University of California - San Diego
Takeo Kanade,Carnegie Mellon University
Tal Malkin,Columbia University
Tamal K. Dey,Ohio State University
Tamara Broderick,Massachusetts Institute of Technology
Tamara Denning,University of Utah
Tamara Lorenz,University of Cincinnati
Tamara Sumner,University of Colorado Boulder
Tamar Shinar,University of California - Riverside
Tamer Kahveci,University of Florida
Tamer Nadeem,Virginia Commonwealth University
Tam Vu,University of Colorado Boulder
Tandy J. Warnow,Univ. of Illinois at Urbana-Champaign
Tanu Malik,DePaul University
Tanushree Mitra,Virginia Tech
Tanya Y. Berger-Wolf,University of Illinois at Chicago
Tanzeem Choudhury,Cornell University
Tao Jiang 0001,University of California - Riverside
Tao Ju,Washington University in St. Louis
Tao Yang 0009,University of California - Santa Barbara
Tarek F. Abdelzaher,Univ. of Illinois at Urbana-Champaign
Tauhidur Rahman,University of Massachusetts Amherst
Tawanna Dillahunt,University of Michigan
Taylor Berg-Kirkpatrick,University of California - San Diego
Taylor T. Johnson,Vanderbilt University
T. C. Hu,University of California - San Diego
T. C. Nicholas Graham,Queen’s University
Ted Huffmire,Naval Postgraduate School
Tengyu Ma,Stanford University
Ten-Hwang Lai,Ohio State University
Teofilo F. Gonzalez,University of California - Santa Barbara
Terrance E. Boult,Univ. of Colorado Colorado Springs
Terrence J. Sejnowski,University of California - San Diego
Tevfik Bultan,University of California - Santa Barbara
Tevfik Kosar,University at Buffalo
Thad Starner,Georgia Institute of Technology
Thamar Solorio,University of Houston
Thang N. Dinh,Virginia Commonwealth University
ThanhVu Nguyen,University of Nebraska
Thenkurussi Kesavadas,Univ. of Illinois at Urbana-Champaign
Theodore Kim,Yale University
Theodore Raphan,CUNY
Theodoros Rekatsinas,University of Wisconsin - Madison
Theophilus Benson,Brown University
Theresa Jean Tanenbaum,University of California - Irvine
Thomas A. DeFanti,University of Illinois at Chicago
Thomas D. LaToza,George Mason University
Thomas E. Anderson,University of Washington
Thomas Emrys Williams,Colorado School of Mines
Thomas F. La Porta,Pennsylvania State University
Thomas F. Wenisch,University of Michigan
Thomas Gilray,University of Alabama - Birmingham
Thomas G. Moher,University of Illinois at Chicago
Thomas L. Sterling,Indiana University
Thomas M. Conte,Georgia Institute of Technology
Thomas M. Howard,University of Rochester
Thomas Peters,University of Connecticut
Thomas P. Hayes,University of New Mexico
Thomas Plötz,Georgia Institute of Technology
Thomas R. Ioerger,Texas A&M University
Thomas Ristenpart,Cornell University
Thomas Rothvoß,University of Washington
Thomas Schmid,University of Utah
Thomas Shrimpton,University of Florida
Thomas Vidick,California Institute of Technology
Thomas Wahl,Northeastern University
Thomas W. Doeppner Jr.,Brown University
Thomas W. Reps,University of Wisconsin - Madison
Thomas W. Sederberg,Brigham Young University
Thorsten Joachims,Cornell University
Thu D. Nguyen,Rutgers University
Tianbao Yang,University of Iowa
Tian He 0001,University of Minnesota
Tianming Liu,University of Georgia
Tianqi Chen,Carnegie Mellon University
Tianyin Xu,Univ. of Illinois at Urbana-Champaign
Tian Zhao,University of Wisconsin - Milwaukee
Tiark Rompf,Purdue University
Tien N. Nguyen,University of Texas at Dallas
Tiffany Bao,Arizona State University
Tiffany Barnes,North Carolina State University
Tijana Milenkovic,University of Notre Dame
Tim Althoff,University of Washington
Tim Kraska,Massachusetts Institute of Technology
Tim Menzies,North Carolina State University
Tim Oates,Univ. of Maryland - Baltimore County
Timothy A. Davis 0001,Texas A&M University
Timothy Bretl,Univ. of Illinois at Urbana-Champaign
Timothy J. Hickey,Brandeis University
Timothy M. Chan,Univ. of Illinois at Urbana-Champaign
Timothy Sherwood,University of California - Santa Barbara
Timothy W. Bickmore,Northeastern University
Timothy W. Finin,Univ. of Maryland - Baltimore County
Timothy Wood 0001,George Washington University
Timothy Zhu,Pennsylvania State University
Tim Roughgarden,Columbia University
Tim Weninger,University of Notre Dame
Tina Eliassi-Rad,Northeastern University
Ting He 0001,Pennsylvania State University
Tingjian Ge,University of Massachusetts Lowell
Ting Wang 0006,Lehigh University
Ting-Zhu Huang,Univ. of Maryland - Baltimore County
Ting Zhu,Univ. of Maryland - Baltimore County
T. M. Murali 0001,Virginia Tech
T. N. Vijaykumar,Purdue University
Tobias Höllerer,University of California - Santa Barbara
Todd A. Proebsting,University of Arizona
Todd C. Mowry,Carnegie Mellon University
Todd D. Millstein,University of California - Los Angeles
Todd M. Austin,University of Michigan
Tolga Tasdizen,University of Utah
Tomás Lozano-Pérez,Massachusetts Institute of Technology
Tomasz Imielinski,Rutgers University
Tom Goldstein,University of Maryland - College Park
Tommi S. Jaakkola,Massachusetts Institute of Technology
Tom M. Mitchell,Carnegie Mellon University
Tom Yeh,University of Colorado Boulder
Tongping Liu,University of Texas at San Antonio
Tony Givargis,University of California - Irvine
Tony Jebara,Columbia University
Tony Nowatzki,University of California - Los Angeles
Tony R. Martinez,Brigham Young University
Torben Amtoft,Kansas State University
Tracey Ho,California Institute of Technology
Tracy Anne Hammond,Texas A&M University
Tracy Camp,Colorado School of Mines
Tracy Larrabee,University of California - Santa Cruz
Tran Cao Son,New Mexico State University
Travis D. Breaux,Carnegie Mellon University
Trent Jaeger,Pennsylvania State University
Trevor Darrell,University of California - Berkeley
Trevor N. Mudge,University of Michigan
Trilce Estrada,University of New Mexico
Trinabh Gupta,University of California - Santa Barbara
Truong Nghiem,Northern Arizona University
T. S. Eugene Ng,Rice University
Tsu-Jae King Liu,University of California - Berkeley
Tuba Yavuz-Kahveci,University of Florida
Tucker Hermans,University of Utah
Tucker R. Balch,Georgia Institute of Technology
Tudor Dumitras,University of Maryland - College Park
Tung Nguyen,Utah State University
Tuomas Sandholm,Carnegie Mellon University
Tuo Zhao,Georgia Institute of Technology
Turgay Korkmaz,University of Texas at San Antonio
Tushar Krishna,Georgia Institute of Technology
Tyler Moore,University of Tulsa
Ugo Buy,University of Illinois at Chicago
Ugur Çetintemel,Brown University
Ulrich Kremer,Rutgers University
Ulrich Neumann,University of Southern California
Ulugbek Kamilov,Washington University in St. Louis
Umakishore Ramachandran,Georgia Institute of Technology
Umesh V. Vazirani,University of California - Berkeley
Ümit V. Çatalyürek,Georgia Institute of Technology
Umut A. Acar,Carnegie Mellon University
Un-Ku Moon,Oregon State University
Václav Rajlich,Wayne State University
Vagelis Hristidis,University of California - Riverside
Vaidy S. Sunderam,Emory University
Valdis Berzins,Naval Postgraduate School
Valeria Bertacco,University of Michigan
Valerie E. Taylor,Texas A&M University
Valerio Pascucci,University of Utah
Val Tannen,University of Pennsylvania
Varun Chandola,University at Buffalo
Vasant G. Honavar,Pennsylvania State University
Vasileios P. Kemerlis,Brown University
Vasile Rus,University of Memphis
Vasiliki Kalavri,Boston University
Vasilis Gkatzelis,Drexel University
Vassilis Athitsos,University of Texas at Arlington
Vassilis J. Tsotras,University of California - Riverside
Venkat Chandrasekaran,California Institute of Technology
Venkatesan Guruswami,Carnegie Mellon University
Venkatesh Prasad Ranganath,Kansas State University
Venkatesh Saligrama,Boston University
Venu Govindaraju,University at Buffalo
Vernon Rego,Purdue University
Vern Paxson,University of California - Berkeley
Viacheslav Fofanov,Northern Arizona University
Vibhav Gogate,University of Texas at Dallas
Vicente Ordonez,University of Virginia
Vicki L. Hanson,Rochester Institute of Technology
Victor B. Zordan,Clemson University
Victor Fragoso,West Virginia University
Victoria Interrante,University of Minnesota
Victoria Stodden,Univ. of Illinois at Urbana-Champaign
Victor J. Milenkovic,University of Miami
Victor S. Frost,University of Kansas
Victor Vianu,University of California - San Diego
Victor Y. Pan,CUNY
Victor Zue,Massachusetts Institute of Technology
Viet Tung Hoang,Florida State University
Vijaya Ramachandran,University of Texas at Austin
Vijay Chidambaram,University of Texas at Austin
Vijay Kumar 0001,University of Pennsylvania
Vijay Kumar 0002,University of Missouri - Kansas City
Vijay V. Vazirani,University of California - Irvine
Vikas Singh,University of Wisconsin - Madison
Vikram S. Adve,Univ. of Illinois at Urbana-Champaign
Viktor Gruev,Washington University in St. Louis
Viktor K. Prasanna,University of Southern California
Vincent Aleven,Carnegie Mellon University
Vincent Bindschaedler,University of Florida
Vincent Conitzer,Duke University
Vincent Liu,University of Pennsylvania
Vincent Ng,University of Texas at Dallas
Vincent Oria,NJIT
Vincent W. Freeh,North Carolina State University
Vincenzo Liberatore,Case Western Reserve University
Vineet Bafna,University of California - San Diego
Vinod Vaikuntanathan,Massachusetts Institute of Technology
Violet R. Syrotiuk,Arizona State University
Vipin Chaudhary,University at Buffalo
Vipin Kumar,University of Minnesota
Vipul Goyal,Carnegie Mellon University
Virgil D. Gligor,Carnegie Mellon University
Virginia Smith,Carnegie Mellon University
Virginia Vassilevska Williams,Massachusetts Institute of Technology
Vir V. Phoha,Syracuse University
Vishal Misra,Columbia University
Vitaly Shmatikov,Cornell University
Vivek K. Singh,Rutgers University
Vivek Sarin,Texas A&M University
Vivek Sarkar,Georgia Institute of Technology
Vivek Srikumar,University of Utah
Vivienne Sze,Massachusetts Institute of Technology
Vladik Kreinovich,University of Texas - El Paso
Vladimir A. Kulyukin,Utah State University
Vladimir Braverman,Johns Hopkins University
Vladimir Filkov,University of California - Davis
Vladimir Kolesnikov,Georgia Institute of Technology
Vladimir Lifschitz,University of Texas at Austin
Vladimir Pavlovic,Rutgers University
Vladimir Stojanovic,University of California - Berkeley
Vladimir Vapnik,Columbia University
V. N. Venkatakrishnan,University of Illinois at Chicago
Voicu Popescu,Purdue University
Vojtech Rödl,Emory University
Volkan Isler,University of Minnesota
Volodymyr Kuleshov,Cornell University
V. S. Subrahmanian,University of Maryland - College Park
Vyas Sekar,Carnegie Mellon University
Wade Trappe,Rutgers University
Wai-Tat Fu,Univ. of Illinois at Urbana-Champaign
Walid A. Najjar,University of California - Riverside
Walid G. Aref,Purdue University
Wallapak Tavanapong,Iowa State University
Walter A. Burkhard,University of California - San Diego
Walter D. Potter,University of Georgia
Walter J. Savitch,University of California - San Diego
Walter J. Scheirer,University of Notre Dame
Walter L. Ruzzo,University of Washington
Walter S. Lasecki,University of Michigan
Wang-Chien Lee,Pennsylvania State University
Wang Chiew Tan,University of California - Santa Cruz
Warren A. Hunt Jr.,University of Texas at Austin
Warren B. Powell,Princeton University
Wayne B. Hayes,University of California - Irvine
Wayne D. Gray,Rensselaer Polytechnic Institute
Wayne Goddard,Clemson University
Wayne Snyder,Boston University
Webb Miller,Pennsylvania State University
Weibo Gong,University of Massachusetts Amherst
Wei Cheng,Virginia Commonwealth University
Wei Ding 0003,University of Massachusetts Boston
Weidong Shi,University of Houston
Weihang Wang,University at Buffalo
